1,2,3,4,5,6,7,8,9,10,11,12
LWR,11,"FITZGERALD, LARRY 04/1",12,"Brown, John 14/3",10,"Golden, Brittan SF13",,,,,ARZ
RWR,15,"Floyd, Michael 12/1",19,"Ginn, Ted U/Car",13,"Brown, Jaron CF13",,,,,ARZ
LT,68,"Veldheer, Jared U/Oak",79,"Sowell, Bradley W/Ind",,,,,,,ARZ
LG,61,"Cooper, Jonathan 13/1",62,"Larsen, Ted U/TB",,,,,,,ARZ
C,63,"SENDLEIN, LYLE CF07",62,"Larsen, Ted U/TB",71,"Steen, Anthony CF14",,,,,ARZ
RG,74,"Fanaika, Paul SF13",78,"Watford, Earl 13/4",71,"Steen, Anthony CF14",,,,,ARZ
RT,70,"Massie, Bobby 12/4",79,"Sowell, Bradley W/Ind",,,,,,,ARZ
TE,85,"Fells, Darren SF13",84,"Housler, Rob 11/3",,,,,,,ARZ
TE,89,"CARLSON, JOHN CC/Min",,,,,,,,,ARZ
QB,14,"Lindley, Ryan P/SD",6,"Thomas, Logan 14/4",5,"STANTON, DREW U/Ind",,,,,ARZ
RB,30,"Taylor, Stepfan 13/5",33,"Williams, Kerwynn SF14",39,"Hughes, Robert SF13",23,"Grice, Marion P/SD",,,ARZ
LWR,15,"Crabtree, Michael 09/1",84,"LLOYD, BRANDON SF14",11,"Patton, Quinton 13/4",19,"Holliday, Trindon SF14",,,SF
RWR,81,"BOLDIN, ANQUAN T/Bal",13,"Johnson, Stevie T/Buf",10,"Ellington, Bruce 14/4",,,,,SF
LT,74,"STALEY, JOE 07/1",,,,,,,,,SF
LG,77,"Iupati, Mike 10/1",78,"Looney, Joe 12/4",,,,,,,SF
C,66,"Martin, Marcus 14/3",56,"Farrell, Dillon CF14",,,,,,,SF
RG,78,"Looney, Joe 12/4",68,"Tiller, Andrew SF14",,,,,,,SF
RT,76,"Davis, Anthony 10/1",71,"Martin, Jonathan T/Mia",,,,,,,SF
TE,85,"DAVIS, VERNON 06/1",45,"Cleveland, Asante CF14",,,,,,,SF
QB,7,"Kaepernick, Colin 11/2",2,"Gabbert, Blaine T/Jax",1,"Johnson, Josh SF14",,,,,SF
FB,49,"Miller, Bruce 11/7",,,,,,,,,SF
RB,21,"GORE, FRANK 05/3",28,"Hyde, Carlos 14/2",38,"Smith, Alfonso SF14",28,"Tanner, Phillip SF14",,,SF
LWR,89,"Baldwin, Doug CF11",10,"Richardson, Paul 14/2",83,"Lockette, Ricardo SF13",,,,,SEA
RWR,15,"Kearse, Jermaine CF12",81,"Norwood, Kevin 14/4",13,"Matthews, Chris SF14",19,"Walters, Bryan SF12",,,SEA
LT,76,"Okung, Russell 10/1",78,"Bailey, Alvin CF13",,,,,,,SEA
LG,77,"Carpenter, James 11/1",78,"Bailey, Alvin CF13",,,,,,,SEA
C,61,"Jeanpierre, Lemuel SF10",60,"Unger, Max 09/2",65,"Lewis, Patrick P/Cle",,,,,SEA
RG,64,"Sweezy, JR 12/7",78,"Bailey, Alvin CF13",66,"Milton, Keavon SF14",,,,,SEA
RT,68,"Britt, Justin 14/2",79,"Gilliam, Garry CF14",,,,,,,SEA
TE,82,"Willson, Luke 13/5",84,"Helfet, Cooper CF12",,,,,,,SEA
TE,88,"Moeaki, Tony SF14",,,,,,,,,SEA
QB,3,"Wilson, Russell 12/3",7,"JACKSON, TARVARIS T/Buf",,,,,,,SEA
RB,24,"Lynch, Marshawn T/BUF",22,"Turbin, Robert 12/4",33,"Michael, Christine 13/2",,,,,SEA
FB,46,"TUKUAFU, WILL SF14",,,,,,,,,SEA
LWR,81,"Britt, Kenny U/Ten",13,"Givens, Chris 12/4",,,,,,,LAR
RWR,11,"Austin, Tavon 13/1",12,"Bailey, Stedman 13/3",,,,,,,LAR
LT,79,"Robinson, Greg 14/1",75,"Person, Mike W/Sea",70,"Washington, Brandon SF12",,,,,LAR
LG,76,"Saffold, Rodger 10/2",75,"Person, Mike W/Sea",,,,,,,LAR
C,63,"WELLS, SCOTT U/GB",61,"Barnes, Tim SF11",67,"Jones, Barrett 13/4",,,,,LAR
RG,69,"JOSEPH, DAVIN CC/TB",75,"Person, Mike W/Sea",,,,,,,LAR
RT,72,"Barksdale, Joe W/Oak",70,"Washington, Brandon SF12",,,,,,,LAR
TE,89,"Cook, Jared U/Ten",46,"Harkey, Cory CF12",48,"Cunningham, Justice SF13",,,,,LAR
TE,88,"Kendricks, Lance 11/2",82,"Bayer, Alex CF14",,,,,,,LAR
QB,14,"HILL, SHAUN U/Det",9,"Davis, Austin SF13",,,,,,,LAR
RB,27,"Mason, Tre 14/3",30,"Stacy, Zac 13/5",36,"Cunningham, Benny CF13",34,"Reynolds, Chase SF11",42,"Watts, Trey CF14",LAR
LWR,10,"Woods, Robert 13/2",19,"Williams, Mike T/TB",15,"Hogan, Chris SF12",,,,,BUF
RWR,14,"Watkins, Sammy 14/1",88,"Goodwin, Marquise 13/3",81,"Easley, Marcus 10/4",11,"Thigpen, Marcus W/TB",,,BUF
LT,77,"Glenn, Cordy 12/2",75,"Hairston, Chris 11/4",,,,,,,BUF
LG,68,"Richardson, Cyril 14/5",,,,,,,,,BUF
C,70,"Wood, Eric 09/1",60,"Urbik, Kraig W/Pit",,,,,,,BUF
RG,79,"PEARS, ERIK SF10",60,"Urbik, Kraig W/Pit",,,,,,,BUF
RT,66,"Henderson, Seantrel 14/7",71,"Kouandjio, Cyrus 14/2",,,,,,,BUF
TE,84,"Chandler, Scott W/Dal",85,"Smith, Lee W/NE",89,"Gragg, Chris 13/7",48,"Gray, MarQueis W/Min",,,BUF
QB,18,"ORTON, KYLE SF14",3,"Manuel, EJ 13/1",,,,,,,BUF
FB,38,"Summers, Frank SF13",,,,,,,,,BUF
RB,22,"JACKSON, FRED CF06",26,"Dixon, Anthony U/SF",35,"Brown, Bryce T/Phi",,,,,BUF
LWR,82,"Hartline, Brian 09/4",,,,,,,,,MIA
RWR,11,"Wallace, Mike U/Pit",18,"Matthews, Rishard 12/7",,,,,,,MIA
SWR,14,"Landry, Jarvis 14/2",10,"Gibson, Brandon U/SL",,,,,,,MIA
LT,70,"James, Ja'Wuan 14/1",75,"Garner, Nate W/NYJ",,,,,,,MIA
LG,67,"COLLEDGE, DARYN SF14",77,"Turner, Billy 14/3",,,,,,,MIA
C,64,"SATELE, SAMSON SF14",51,"Pouncey, Mike 11/1",,,,,,,MIA
RG,51,"Pouncey, Mike 11/1",66,"Smith, Shelley U/SL",,,,,,,MIA
RT,63,"Thomas, Dallas 13/3",74,"Fox, Jason U/Det",,,,,,,MIA
TE,42,"Clay, Charles 11/6",80,"Sims, Dion 13/4",89,"Hoskins, Gator CF14",,,,,MIA
QB,17,"Tannehill, Ryan 12/1",8,"MOORE, MATT U/Car",,,,,,,MIA
RB,26,"Miller, Lamar 12/4",34,"Williams, Damien CF14",30,"Thomas, Daniel 11/2",33,"James, LaMichael SF14",,,MIA
LWR,19,"LaFell, Brandon U/Car",80,"Amendola, Danny U/SL",18,"Slater, Matthew 08/5",,,,,NE
RWR,11,"Edelman, Julian 09/7",17,"Dobson, Aaron 13/2",84,"Tyms, Brian SF14",,,,,NE
LT,77,"Solder, Nate 11/1",61,"Cannon, Marcus 11/5",65,"Devey, Jordan SF13",,,,,NE
LG,63,"CONNOLLY, DAN SF07",61,"Cannon, Marcus 11/5",65,"Devey, Jordan SF13",,,,,NE
C,66,"Stork, Bryan 14/4",62,"Wendell, Ryan CF08",,,,,,,NE
RG,62,"Wendell, Ryan CF08",67,"Kline, Josh CF13",,,,,,,NE
RT,76,"VOLLMER, SEBASTIAN 09/2",61,"Cannon, Marcus 11/5",71,"Fleming, Cameron 14/4",,,,,NE
TE,87,"Gronkowski, Rob 10/2",47,"Hoomanawanui, Michael P/Was",,,,,,,NE
TE,81,"Wright, Tim T/TB",,,,,,,,,NE
QB,12,"BRADY, TOM 00/6",10,"Garoppolo, Jimmy 14/2",,,,,,,NE
RB,35,"Gray, Jonas SF14",29,"Blount, LeGarrette SF14",38,"Bolden, Brandon CF12",,,,,NE
RB,34,"Vereen, Shane 11/2",28,"White, James 14/4",46,"Develin, James SF13",,,,,NE
LWR,16,"Harvin, Percy T/Sea",11,"Kerley, Jeremy 11/5",10,"Graham, TJ SF14",18,"Powell, Walter W/Arz",,,NYJ
RWR,87,"Decker, Eric U/Den",17,"Salas, Greg P/Phi",15,"Hakim, Saalim SF13",,,,,NYJ
LT,60,"FERGUSON, D'BRICKASHAW 06/1",71,"Ijalana, Ben W/Ind",,,,,,,NYJ
LG,75,"Aboushi, Oday 13/5",72,"Johnson, Wesley W/Pit",,,,,,,NYJ
C,74,"MANGOLD, NICK 06/1",63,"Freeman, Dalton CF13",,,,,,,NYJ
RG,66,"COLON, WILLIE CC/Pit",70,"Dozier, Dakota 14/4",,,,,,,NYJ
RT,68,"Giacomini, Breno U/Sea",71,"Ijalana, Ben W/Ind",,,,,,,NYJ
TE,85,"Cumberland, Jeff CF10",88,"Amaro, Jace 14/2",44,"Sudfeld, Zach W/NE",,,,,NYJ
QB,7,"Smith, Geno 13/2",1,"VICK, MICHAEL U/Phi",5,"Simms, Matt CF12",,,,,NYJ
FB,38,"Conner, John SF14",,,,,,,,,NYJ
RB,33,"Ivory, Chris T/NO",21,"Johnson, Chris CC/Ten",29,"Powell, Bilal 11/4",,,,,NYJ
LWR,88,"Bryant, Dez 10/1",11,"Beasley, Cole CF12",15,"Street, Devin 14/5",,,,,DAL
RWR,83,"Williams, Terrance 13/3",17,"Harris, Dwayne 11/6",,,,,,,DAL
LT,77,"Smith, Tyron 11/1",67,"HILLS, TONY P/Mia",71,"Hawkins, Donald W/Cle",,,,,DAL
LG,65,"Leary, Ronald CF 12",73,"Bernadeau, Mackenzy U/Car",,,,,,,DAL
C,72,"Frederick, Travis 13/1",73,"Bernadeau, Mackenzy U/Car",,,,,,,DAL
RG,70,"Martin, Zack 14/1",73,"Bernadeau, Mackenzy U/Car",,,,,,,DAL
RT,68,"FREE, DOUG 07/4",78,"Parnell, Jermey P/NO",71,"Hawkins, Donald W/Cle",,,,,DAL
TE,82,"WITTEN, JASON 03/3",84,"Hanna, James 12/6",,,,,,,DAL
TE,89,"Escobar, Gavin 13/2",,,,,,,,,DAL
QB,9,"ROMO, TONY CF03",3,"WEEDEN, BRANDON SF14",10,"Vaughan, Dustin CF14",,,,,DAL
RB,29,"Murray, DeMarco 11/3",25,"Dunbar, Lance CF12",21,"Randle, Joseph 13/5",,,,,DAL
FB,44,"CLUTTS, TYLER SF13",,,,,,,,,DAL
LWR,82,"Randle, Rueben 12/2",88,"Washington, Corey W/Arz",,,,,,,NYG
RWR,13,"Beckham Jr., Odell 14/1",83,"Parker, Preston SF14",15,"Ogletree, Kevin SF14",,,,,NYG
LT,65,"Beatty, Will 09/2",,,,,,,,,NYG
LG,70,"Richburg, Weston 14/2",61,"REYNOLDS, DALLAS SF13",,,,,,,NYG
C,55,"Walton, JD U/Was",70,"Richburg, Weston 14/2",61,"REYNOLDS, DALLAS SF13",,,,,NYG
RG,77,"Jerry, John U/Mia",75,"Mosley, Brandon 12/4",,,,,,,NYG
RT,74,"Schwartz, Geoff U/KC",67,"Pugh, Justin 13/1",73,"Brewer, James 11/4",,,,,NYG
TE,84,"Donnell, Larry CF12",85,"FELLS, DANIEL SF14",81,"Robinson, Adrien 12/4",,,,,NYG
QB,10,"MANNING, ELI T/SD",9,"Nassib, Ryan 13/4",,,,,,,NYG
FB,45,"Hynoski, Henry CF11",,,,,,,,,NYG
RB,23,"Jennings, Rashad U/Oak",44,"Williams, Andre 14/4",43,"Darkwa, Orleans P/Mia",,,,,NYG
LWR,14,"Cooper, Riley 10/5",88,"Maehl, Jeff T/HOU",,,,,,,PHI
RWR,18,"Maclin, Jeremy 09/1",11,"Huff, Josh 14/3",,,,,,,PHI
WR,81,"Matthews, Jordan 14/2",16,"SMITH, BRAD SF13",,,,,,,PHI
LT,71,"PETERS, JASON T/Buf",66,"Gardner, Andrew U/Hou",,,,,,,PHI
LG,69,"MATHIS, EVAN U/Cin",67,"Kelly, Dennis 12/5",,,,,,,PHI
C,62,"Kelce, Jason 11/6",63,"Molk, David SF14",61,"Vandervelde, Julian 11/5",,,,,PHI
RG,66,"Gardner, Andrew U/Hou",64,"Tobin, Matt CF13",,,,,,,PHI
RT,65,"Johnson, Lane 13/1",66,"Gardner, Andrew U/Hou",,,,,,,PHI
TE,87,"Celek, Brent 07/5",86,"Ertz, Zach 13/2",85,"CASEY, JAMES U/Hou",47,"Burton, Trey CF14",,,PHI
QB,3,"Sanchez, Mark SF14",2,"Barkley, Matt 13/4",9,"Foles, Nick 12/3",,,,,PHI
RB,25,"McCoy, LeSean 09/2",43,"SPROLES, DARREN T/NO",32,"Polk, Chris CF12",,,,,PHI
LWR,88,"Garcon, Pierre U/Ind",89,"MOSS, SANTANA 01/1",15,"Robinson, Aldrick 11/6",,,,,WAS
RWR,11,"Jackson, DeSean SF14",14,"Grant, Ryan 14/5",85,"Hankerson, Leonard 11/3",,,,,WAS
WR,12,"Roberts, Andre U/Arz",,,,,,,,,WAS
LT,76,"Moses, Morgan 14/3",71,"Williams, Trent 10/1",,,,,,,WAS
LG,77,"Lauvao, Shawn U/Cle",67,"LeRibeus, Josh 12/3",,,,,,,WAS
C,78,"Lichtensteiger, Kory SF10",66,"CHESTER, CHRIS U/Bal",,,,,,,WAS
RG,66,"CHESTER, CHRIS U/Bal",60,"Long, Spencer 14/3",,,,,,,WAS
RT,68,"Compton, Tom 12/6",74,"Polumbus, Tyler SF11",,,,,,,WAS
TE,86,"Reed, Jordan 13/3",84,"Paul, Niles 11/5",82,"Paulsen, Logan CF10",,,,,WAS
QB,16,"McCoy, Colt U/SF",10,"Griffin, Robert 12/1",8,"Cousins, Kirk 12/4",,,,,WAS
FB,36,"Young, Darrel CF09",,,,,,,,,WAS
RB,46,"Morris, Alfred 12/6",29,"Helu, Roy 11/4",32,"Redd, Silas CF14",,,,,WAS
LWR,82,"Smith, Torrey 11/2",14,"Brown, Marlon CF13",15,"Campanaro, Michael 14/7",,,,,BAL
RWR,89,"SMITH,SR, STEVE CC/Car",11,"Aiken, Kamar SF13",12,"JONES, JACOBY CC/Hou",,,,,BAL
LT,60,"Monroe, Eugene T/Jax",74,"Hurst, James CF14",,,,,,,BAL
LG,72,"Osemele, Kelechi 12/2",64,"Urschel, John 14/5",,,,,,,BAL
C,53,"Zuttah, Jeremy T/TB",66,"Gradkowski, Gino 12/4",,,,,,,BAL
RG,73,"YANDA, MARSHAL 07/3",64,"Urschel, John 14/5",,,,,,,BAL
RT,71,"Wagner, Ricky 13/5",76,"Reid, Jah 11/3",,,,,,,BAL
TE,81,"DANIELS, OWEN CC/Hou",80,"Gillmore, Crockett 14/3",,,,,,,BAL
QB,5,"Flacco, Joe 08/1",2,"Taylor, Tyrod 11/6",,,,,,,BAL
FB,44,"Juszczyk, Kyle 13/4",,,,,,,,,BAL
RB,29,"Forsett, Justin CC/Jax",30,"Pierce, Bernard 12/3",34,"Taliaferro, Lorenzo 14/4",,,,,BAL
LWR,18,"Green, AJ 11/1",19,"Tate, Brandon W/NE",86,"Wright, James 14/7",,,,,CIN
RWR,12,"Sanu, Mohamed 12/3",11,"Sanzenbacher, Dane W/Chi",88,"Little, Greg SF14",,,,,CIN
LT,77,"WHITWORTH, ANDREW 06/2",74,"Newhouse, Marshall U/GB",,,,,,,CIN
LG,65,"Boling, Clint 11/4",67,"Pollak, Mike 08/2",,,,,,,CIN
C,61,"Bodine, Russell 14/4",67,"Pollak, Mike 08/2",60,"Johnson, TJ 13/7",,,,,CIN
RG,68,"Zeitler, Kevin 12/1",60,"Johnson, TJ 13/7",,,,,,,CIN
RT,72,"Hawkinson, Tanner 13/5",79,"Meredith, Jamon SF14",,,,,,,CIN
TE,84,"Gresham, Jermaine 10/1",83,"Brock, Kevin SF13",,,,,,,CIN
H-B,89,"Hewitt, Ryan CF14",83,"Brock, Kevin SF13",,,,,,,CIN
QB,14,"Dalton, Andy 11/2",17,"CAMPBELL, JASON SF14",,,,,,,CIN
RB,25,"Bernard, Giovani 13/2",32,"Hill, Jeremy 14/2",30,"Peerman, Cedric W/Det",33,"Burkhead, Rex 13/6",,,CIN
LWR,12,"Gordon, Josh 12S/2",16,"Hawkins, Andrew R/Cin",11,"Benjamin, Travis 12/4",15,"Moore, Marlon SF14",,,CLE
RWR,19,"AUSTIN, MILES CC/Dal",18,"Gabriel, Taylor CF14",13,"Smith, Rodney W/Min",,,,,CLE
LT,73,"THOMAS, JOE 07/1",62,"Seymour, Ryan W/SF",,,,,,,CLE
LG,75,"Bitonio, Joel 14/2",69,"Painter, Vinston P/Den",,,,,,,CLE
C,68,"McDonald, Nick W/SD",,,,,,,,,CLE
RG,77,"Greco, John T/SL",69,"Painter, Vinston P/Den",,,,,,,CLE
RT,72,"Schwartz, Mitchell 12/2",,,,,,,,,CLE
TE,84,"Cameron, Jordan 11/4",82,"Barnidge, Gary U/Car",81,"Dray, Jim U/Arz",87,"Taylor, Ryan W/Bal",,,CLE
QB,6,"Hoyer, Brian CC/Arz",2,"Manziel, Johnny 14/1",,,,,,,CLE
RB,34,"Crowell, Isaiah CF14",28,"West, Terrance 14/3",41,"Winston, Glenn W/SF",,,,,CLE
FB,48,"Agnew, Ray CF14",,,,,,,,,CLE
LWR,84,"Brown, Antonio 10/6",15,"Brown, Justin 13/6",85,"Heyward-Bey, Darrius U/Ind",,,,,PIT
RWR,11,"Wheaton, Markus 13/3",16,"MOORE, LANCE SF14",10,"Bryant, Martavis 14/4",,,,,PIT
LT,68,"Beachum, Kelvin 12/7",76,"Adams, Mike 12/2",,,,,,,PIT
LG,73,"Foster, Ramon CF09",74,"Hubbard, Chris CF13",,,,,,,PIT
C,53,"Pouncey, Maurkice 10/1",72,"WALLACE, CODY SF13",,,,,,,PIT
RG,66,"DeCastro, David 12/1",,,,,,,,,PIT
RT,77,"Gilbert, Marcus 11/2",76,"Adams, Mike 12/2",,,,,,,PIT
TE,83,"MILLER, HEATH 05/1",89,"SPAETH, MATT CC/Chi",82,"Palmer, Michael W/Sea",,,,,PIT
QB,7,"ROETHLISBERGER, BEN 04/1",5,"GRADKOWSKI, BRUCE U/Cin",3,"Jones, Landry 13/4",,,,,PIT
FB,46,"Johnson, Will CF12",,,,,,,,,PIT
RB,26,"Bell, Le'Veon 13/2",13,"Archer, Dri 14/3",40,"Harris, Josh CF14",,,,,PIT
LWR,15,"MARSHALL, BRANDON T/Mia",82,"Williams, Chris P/NO",83,"Mariani, Marc SF14",,,,,CHI
RWR,17,"Jeffery, Alshon 12/2",19,"Morgan, Josh U/Was",,,,,,,CHI
WR,10,"Wilson, Marquess 13/7",,,,,,,,,CHI
LT,74,"BUSHROD, JERMON U/NO",72,"Leno, Charles 14/7",62,"Britton, Eben U/Jax",,,,,CHI
LG,70,"Ola, Michael W/Mia",78,"Groy, Ryan CF14",,,,,,,CHI
C,63,"GARZA, ROBERTO U/Atl",78,"Groy, Ryan CF14",,,,,,,CHI
RG,75,"Long, Kyle 13/1",78,"Groy, Ryan CF14",,,,,,,CHI
RT,67,"Mills, Jordan 13/5",72,"Leno, Charles 14/7",62,"Britton, Eben U/Jax",,,,,CHI
TE,83,"Bennett, Martellus U/NYG",88,"ROSARIO, DANTE T/Dal",84,"Annen, Blake CF14",,,,,CHI
QB,6,"CUTLER, JAY T/Den",8,"Clausen, Jimmy U/Car",,,,,,,CHI
RB,22,"Forte, Matt 08/2",25,"Carey, Ka'Deem 14/4",32,"Perry, Senorise CF14",,,,,CHI
FB,,,,,,,,,,,CHI
LWR,15,"Tate, Golden U/Sea",12,"Ross, Jeremy SF13",84,"Broyles, Ryan 12/2",,,,,DET
RWR,81,"Johnson, Calvin 07/1",10,"Fuller, Corey 13/6",,,,,,,DET
LT,77,"Lucas, Cornelius CF14",71,"Reiff, Riley 12/1",,,,,,,DET
LG,67,"SIMS, ROB T/Sea",74,"Austin, Rodney CF12",,,,,,,DET
C,51,"RAIOLA, DOMINIC 01/2",64,"Swanson, Travis 14/3",,,,,,,DET
RG,64,"Swanson, Travis 14/3",75,"Warford, Larry 13/3",,,,,,,DET
RT,66,"Waddle, LaAdrian CF13",,,,,,,,,DET
TE,87,"Pettigrew, Brandon 09/1",80,"Fauria, Joseph CF13",85,"Ebron, Eric 14/1",,,,,DET
QB,9,"Stafford, Matthew 09/1",8,"ORLOVSKY, DAN U/TB",17,"Moore, Kellen CF12",,,,,DET
RB,35,"Bell, Joique P/NO",21,"Bush, Reggie U/Mia",25,"Riddick, Theo 13/6",38,"Winn, George SF14",,,DET
FB,45,"Collins, Jed R/NO",,,,,,,,,DET
LWR,87,"Nelson, Jordy 08/2",11,"Boykin, Jarrett SF12",,,,,,,GB
RWR,18,"Cobb, Randall 11/2",83,"Janis, Jeff 14/7",,,,,,,GB
WR,17,"Adams, Davante 14/2",,,,,,,,,GB
LT,69,"Bakhtiari, David 13/4",73,"Tretter, JC 13/4",,,,,,,GB
LG,71,"Sitton, Josh 08/4",72,"Gerhart, Garth SF13",,,,,,,GB
C,63,"Linsley, Corey 14/5",73,"Tretter, JC 13/4",,,,,,,GB
RG,70,"Lang, TJ 09/4",65,"Taylor, Lane CF13",,,,,,,GB
RT,75,"Bulaga, Bryan 10/1",70,"Lang, TJ 09/4",,,,,,,GB
TE,81,"Quarless, Andrew 10/5",89,"Rodgers, Richard 14/3",86,"Bostick, Brandon CF12",80,"Perillo, Justin TE",,,GB
QB,12,"RODGERS, AARON 05/1",10,"Flynn, Matt SF13",16,"Tolzien, Scott SF13",,,,,GB
FB,30,"KUHN, JOHN W/Pit",,,,,,,,,GB
RB,27,"Lacy, Eddie 13/2",44,"Starks, James 10/6",26,"Harris, DuJuan SF12",,,,,GB
LWR,15,"JENNINGS, GREG U/GB",17,"Wright, Jarius 12/4",,,,,,,MIN
RWR,12,"Johnson, Charles P/Cle",84,"Patterson, Cordarrelle 13/1",19,"Thielen, Adam CF13",,,,,MIN
LT,75,"Kalil, Matt 12/1",,,,,,,,,MIN
LG,74,"JOHNSON, CHARLIE U/Ind",66,"Yankey, David 14/5",,,,,,,MIN
C,65,"Sullivan, John 08/6",61,"BERGER, JOE SF11",,,,,,,MIN
RG,61,"BERGER, JOE SF11",62,"Ducasse, Vladimir U/NYJ",72,"Wentworth, Austin CF14",,,,,MIN
RT,79,"Harris, Michael W/SD",69,"Webb, J'Marcus SF14",,,,,,,MIN
TE,85,"Ellison, Rhett 12/4",86,"Ford, Chase SF12",,,,,,,MIN
TE,82,"Rudolph, Kyle 11/2",,,,,,,,,MIN
QB,5,"Bridgewater, Teddy 14/1",7,"Ponder, Christian 11/1",,,,,,,MIN
FB,42,"Felton, Jerome U/Ind",48,"Line, Zach CF13",,,,,,,MIN
RB,44,"Asiata, Matt CF11",31,"McKinnon, Jerick 14/3",33,"Tate, Ben W/Cle",23,"Banyard, Joe SF12",,,MIN
LWR,10,"Hopkins, DeAndre 13/1",13,"Johnson, Damaris W/Phi",82,"Martin, Keshawn 12/4",,,,,HOU
RWR,80,"JOHNSON, ANDRE 03/1",11,"Posey, DeVier 12/3",,,,,,,HOU
LT,76,"Brown, Duane 08/1",70,"Adams, Jeff W/Ten",,,,,,,HOU
LG,60,"Jones, Ben 12/4",71,"Su'a-Filo, Xavier 14/2",,,,,,,HOU
C,55,"MYERS, CHRIS T/Den",60,"Jones, Ben 12/4",,,,,,,HOU
RG,79,"Brooks, Brandon 12/3",71,"Su'a-Filo, Xavier 14/2",,,,,,,HOU
RT,75,"Newton, Derek 11/7",74,"CLABO, TYSON SF14",,,,,,,HOU
TE,88,"Graham, Garrett 10/4",87,"Fiedorowicz, CJ 14/3",84,"Griffin, Ryan 13/6",,,,,HOU
QB,14,"FITZPATRICK, RYAN CC/Ten",3,"Savage, Tom 14/4",6,"Lewis, Thaddeus SF14",,,,,HOU
FB,45,"Prosch, Jay 14/6",,,,,,,,,HOU
RB,23,"Foster, Arian CF09",28,"Blue, Alfred 14/6",41,"Grimes, Jonathan W/Jax",,,,,HOU
LWR,14,"Nicks, Hakeem U/NYG",16,"CRIBBS, JOSHUA SF14",,,,,,,IND
RWR,87,"WAYNE, REGGIE 01/1",10,"Moncrief, Donte 14/3",,,,,,,IND
WR,13,"Hilton, TY 12/3",,,,,,,,,IND
LT,74,"Castonzo, Anthony 11/1",76,"Reitz, Joe W/Mia",,,,,,,IND
LG,75,"Mewhort, Jack 14/2",71,"Nixon, Xavier P/Was",,,,,,,IND
C,72,"Harrison, Jonotthan CF14",63,"Shipley, AQ W/Bal",62,"Holmes, Khaled 13/4",,,,,IND
RG,69,"Thornton, Hugh 13/3",60,"Louis, Lance SF14",,,,,,,IND
RT,78,"CHERILUS, GOSDER U/Det",76,"Reitz, Joe W/Mia",,,,,,,IND
TE,83,"Allen, Dwayne 12/3",84,"Doyle, Jack W/Ten",,,,,,,IND
TE,80,"Fleener, Coby 12/2",47,"Saunders, Weslye SF12",,,,,,,IND
QB,12,"Luck, Andrew 12/1",8,"HASSELBECK, MATT CC/Ten",,,,,,,IND
RB,36,"Herron, Dan P/Cin",34,"Richardson, Trent T/Cle",37,"Tipton, Zurlon CF14",,,,,IND
LWR,84,"Shorts, Cecil 11/4",18,"Sanders, Ace 13/4",24,"Williams, Teddy W/Chi",,,,,JAX
RWR,88,"Hurns, Allen CF14",11,"Lee, Marqise 14/2",3,"Streeter, Tommy SF14",,,,,JAX
LT,76,"Joeckel, Luke 13/1",72,"Wells, Josh CF14",,,,,,,JAX
LG,68,"Beadles, Zane U/Den",66,"McClendon, Jacques W/Atl",,,,,,,JAX
C,70,"Bowanko, Luke 14/6",66,"McClendon, Jacques W/Atl",,,,,,,JAX
RG,65,"Linder, Brandon 14/3",69,"Shatley, Tyler CF14",,,,,,,JAX
RT,67,"Pasztor, Austin SF12",74,"Young, Sam W/Buf",,,,,,,JAX
TE,89,"LEWIS, MARCEDES 06/1",86,"Harbor, Clay W/Phi",,,,,,,JAX
TE,49,"Jacobs, Nic P/NO",,,,,,,,,JAX
QB,5,"Bortles, Blake 14/1",7,"Henne, Chad U/Mia",,,,,,,JAX
FB,45,"Ta'ufo'ou, Will SF12",,,,,,,,,JAX
RB,16,"Robinson, Denard 13/5",21,"Gerhart, Toby U/Min",30,"Todman, Jordan P/Min",34,"Johnson, Storm 14/7",,,JAX
LWR,85,"WASHINGTON, NATE U/Pit",80,"HAGAN, DEREK SF14",,,,,,,TEN
RWR,15,"Hunter, Justin 13/2",17,"Durham, Kris W/Det",,,,,,,TEN
WR,13,"Wright, Kendall 12/1",,,,,,,,,TEN
LT,77,"Lewan, Taylor 14/1",68,"Stingily, Byron 11/6",76,"SVITEK, WILL SF14",,,,,TEN
LG,67,"Levitre, Andy U/Buf",69,"Olsen, Eric SF14",,,,,,,TEN
C,60,"SPENCER, CHRIS U/Chi",69,"Olsen, Eric SF14",,,,,,,TEN
RG,70,"Warmack, Chance 13/1",69,"Olsen, Eric SF14",,,,,,,TEN
RT,72,"Oher, Michael U/Bal",68,"Stingily, Byron 11/6",76,"SVITEK, WILL SF14",,,,,TEN
TE,82,"WALKER, DELANIE U/SF",86,"Coffman, Chase SF14",44,"BATTLE, JACKIE SF13",87,"Brackett, Brett P/Sea",,,TEN
QB,7,"Mettenberger, Zach 14/6",12,"WHITEHURST, CHARLIE U/SD",10,"Locker, Jake 11/1",,,,,TEN
RB,20,"Sankey, Bishop 14/2",23,"Greene, Shonn U/NYJ",22,"McCluster, Dexter U/KC",29,"WASHINGTON, LEON SF13",35,"Andrews, Antonio CF14",TEN
FB,44,"BATTLE, JACKIE SF13",,,,,,,,,TEN
LWR,84,"WHITE, RODDY 05/1",83,"Douglas, Harry 08/3",14,"Weems, Eric SF14",,,,,ATL
